wind,seed,protocol,nBalloons,rounds,meanDegree,groundedPct,believedGroundedPct,originated,delivered,resolved,completionRate,satellite,acked,ackLost,droppedLoop,droppedTtl,blocked,stallNoBelief,stallStaleNextHop,beliefHopsMean,deliveredHopsMean
1978-06-09T00:00:00,16,dv-dtn-link-state,1200,400,6.2058,96.83,29.17,2383,880,1771,0.4969,890,586,229,1,0,54,35670,0,3.262,2.692
1978-06-09T00:00:00,6,spray-4,1200,400,6.1017,96.25,0.00,2383,170,1558,0.1091,1388,NaN,NaN,NaN,NaN,25,NaN,NaN,NaN,NaN
1978-06-09T00:00:00,16,spray-4,1200,400,6.2058,96.83,0.00,2383,133,1544,0.0861,1411,NaN,NaN,NaN,NaN,24,NaN,NaN,NaN,NaN
1978-06-09T00:00:00,6,spray-16,1200,400,6.1017,96.25,0.00,2356,359,1590,0.2258,1231,NaN,NaN,NaN,NaN,8749,NaN,NaN,NaN,NaN
1978-06-09T00:00:00,16,spray-16,1200,400,6.2058,96.83,0.00,2349,309,1569,0.1969,1260,NaN,NaN,NaN,NaN,9038,NaN,NaN,NaN,NaN
1978-06-09T00:00:00,7,dv-dtn,1200,400,5.9342,98.33,99.25,2385,1253,1841,0.6806,371,510,669,214,3,1048,647,200,8.138,5.153
1978-06-09T00:00:00,17,dv-dtn,1200,400,6.3175,97.42,93.08,2386,1098,1771,0.6200,445,418,609,223,5,1520,1311,233,8.299,4.849
1978-06-09T00:00:00,7,dv-dtn-digest-batch,1200,400,5.9342,98.33,99.25,2385,2006,2177,0.9215,14,1630,0,129,28,519,648,166,8.138,7.174
1978-06-09T00:00:00,17,dv-dtn-digest-batch,1200,400,6.3175,97.42,93.08,2387,1735,2037,0.8517,79,1475,0,173,50,1969,1277,190,8.299,6.782
1978-06-09T00:00:00,7,dv-dtn-reactive,1200,400,5.9342,98.33,25.67,2384,784,1721,0.4555,773,399,323,164,0,122,26202,391,5.885,4.121
1978-06-09T00:00:00,17,dv-dtn-reactive,1200,400,6.3175,97.42,24.25,2388,681,1632,0.4173,834,383,250,117,0,156,27422,393,5.659,3.825
1978-06-09T00:00:00,7,dv-dtn-link-state,1200,400,5.9342,98.33,26.58,2385,783,1757,0.4456,968,570,164,6,0,1,38712,0,3.185,2.589
1978-06-09T00:00:00,17,dv-dtn-link-state,1200,400,6.3175,97.42,18.58,2388,701,1648,0.4254,944,445,207,3,0,1,39197,0,3.225,2.672
1978-06-09T00:00:00,7,spray-4,1200,400,5.9342,98.33,0.00,2382,163,1536,0.1061,1373,NaN,NaN,NaN,NaN,24,NaN,NaN,NaN,NaN
1978-06-09T00:00:00,17,spray-4,1200,400,6.3175,97.42,0.00,2392,120,1502,0.0799,1382,NaN,NaN,NaN,NaN,20,NaN,NaN,NaN,NaN
1978-06-09T00:00:00,7,spray-16,1200,400,5.9342,98.33,0.00,2348,315,1565,0.2013,1250,NaN,NaN,NaN,NaN,8246,NaN,NaN,NaN,NaN
1978-06-09T00:00:00,17,spray-16,1200,400,6.3175,97.42,0.00,2348,260,1516,0.1715,1256,NaN,NaN,NaN,NaN,10221,NaN,NaN,NaN,NaN
1978-06-09T00:00:00,8,dv-dtn,1200,400,6.2925,99.00,99.25,2378,1173,1788,0.6560,448,456,643,167,0,1775,821,267,7.680,4.787
1978-06-09T00:00:00,18,dv-dtn,1200,400,6.0150,97.92,97.75,2391,1174,1769,0.6637,459,430,669,135,1,1985,1260,227,8.023,5.098
1978-06-09T00:00:00,8,dv-dtn-digest-batch,1200,400,6.2925,99.00,99.25,2380,1830,2003,0.9136,47,1571,0,114,12,2917,746,216,7.680,6.393
1978-06-09T00:00:00,18,dv-dtn-digest-batch,1200,400,6.0150,97.92,97.75,2392,1843,2072,0.8895,130,1603,0,93,6,2843,1263,191,8.023,6.702
1978-06-09T00:00:00,8,dv-dtn-reactive,1200,400,6.2925,99.00,32.75,2382,767,1650,0.4648,754,416,317,129,0,151,25893,309,5.670,4.083
1978-06-09T00:00:00,18,dv-dtn-reactive,1200,400,6.0150,97.92,21.67,2387,747,1691,0.4418,818,462,239,126,0,191,27051,260,5.775,4.001
1978-06-09T00:00:00,8,dv-dtn-link-state,1200,400,6.2925,99.00,24.92,2382,791,1711,0.4623,911,486,252,9,0,18,36747,0,3.194,2.645
1978-06-09T00:00:00,18,dv-dtn-link-state,1200,400,6.0150,97.92,22.92,2387,694,1703,0.4075,1008,510,145,1,0,11,40234,0,3.127,2.458
1978-06-09T00:00:00,8,spray-4,1200,400,6.2925,99.00,0.00,2384,118,1482,0.0796,1364,NaN,NaN,NaN,NaN,6,NaN,NaN,NaN,NaN
1978-06-09T00:00:00,18,spray-4,1200,400,6.0150,97.92,0.00,2390,148,1526,0.0970,1378,NaN,NaN,NaN,NaN,21,NaN,NaN,NaN,NaN
1978-06-09T00:00:00,8,spray-16,1200,400,6.2925,99.00,0.00,2337,288,1503,0.1916,1215,NaN,NaN,NaN,NaN,8871,NaN,NaN,NaN,NaN
1978-06-09T00:00:00,18,spray-16,1200,400,6.0150,97.92,0.00,2347,299,1541,0.1940,1242,NaN,NaN,NaN,NaN,9371,NaN,NaN,NaN,NaN
1978-06-09T00:00:00,9,dv-dtn,1200,400,6.4025,98.25,98.67,2380,1291,1835,0.7035,434,575,625,109,1,1660,738,155,7.355,4.581
1978-06-09T00:00:00,19,dv-dtn,1200,400,6.0350,97.92,94.83,2369,945,1761,0.5366,605,358,510,204,7,2172,788,235,8.554,4.995
1978-06-09T00:00:00,9,dv-dtn-digest-batch,1200,400,6.4025,98.25,98.67,2381,2012,2145,0.9380,52,1752,0,74,7,1878,738,133,7.355,6.170
1978-06-09T00:00:00,19,dv-dtn-digest-batch,1200,400,6.0350,97.92,94.83,2370,1834,2078,0.8826,82,1554,0,139,23,2715,788,190,8.554,7.201
1978-06-09T00:00:00,9,dv-dtn-reactive,1200,400,6.4025,98.25,34.50,2374,865,1718,0.5035,749,536,267,104,0,110,25383,354,5.368,3.875
1978-06-09T00:00:00,19,dv-dtn-reactive,1200,400,6.0350,97.92,28.50,2378,625,1651,0.3786,888,360,227,138,0,155,28644,350,6.069,3.994
1978-06-09T00:00:00,9,dv-dtn-link-state,1200,400,6.4025,98.25,31.17,2375,927,1778,0.5214,847,647,225,4,0,2,34537,0,3.145,2.490
1978-06-09T00:00:00,19,dv-dtn-link-state,1200,400,6.0350,97.92,20.42,2379,622,1680,0.3702,1053,425,160,5,0,3,41439,0,3.293,2.680
1978-06-09T00:00:00,9,spray-4,1200,400,6.4025,98.25,0.00,2375,197,1536,0.1283,1339,NaN,NaN,NaN,NaN,40,NaN,NaN,NaN,NaN
1978-06-09T00:00:00,19,spray-4,1200,400,6.0350,97.92,0.00,2380,113,1511,0.0748,1398,NaN,NaN,NaN,NaN,22,NaN,NaN,NaN,NaN
1978-06-09T00:00:00,9,spray-16,1200,400,6.4025,98.25,0.00,2328,411,1575,0.2610,1164,NaN,NaN,NaN,NaN,9255,NaN,NaN,NaN,NaN
1978-06-09T00:00:00,19,spray-16,1200,400,6.0350,97.92,0.00,2332,239,1528,0.1564,1289,NaN,NaN,NaN,NaN,9112,NaN,NaN,NaN,NaN
