seed,nBalloons,ackPolicy,towerContact,meshHop,rounds,meanDegree,groundedPct,believedGroundedPct,originated,delivered,satellite,acked,ackLost,droppedLoop,droppedTtl,blocked,completionRate,meanTowerAdjacent,deliveryCeilingPerRound,slotsWithBundle,stallNoBelief,stallStaleNextHop
9,2000,digest,1,8,800,10.4290,99.7500,99.8000,7919,5371,1294,4778,0,317,7,61297,0.768493,45.4800,9.0960,44839,251,43
15,2000,digest,1,8,800,10.4750,99.8000,99.8000,7917,4311,2204,3819,0,339,9,83918,0.628151,35.5500,7.1100,47904,328,51
3,2000,digest,4,1,800,10.1330,99.8000,99.8000,7910,5168,1670,4738,0,264,0,7652,0.727682,34.5312,27.6250,48155,326,86
9,2000,digest,4,1,800,10.4290,99.7500,99.8000,7923,6356,701,5871,0,248,2,3538,0.869851,45.4800,36.3840,46163,251,46
15,2000,digest,4,1,800,10.4750,99.8000,99.8000,7929,5436,1444,5019,0,288,5,6859,0.757842,35.5500,28.4400,48734,328,56
3,2000,digest,4,2,800,10.1330,99.8000,99.8000,7913,6347,675,5775,0,228,1,11849,0.875328,34.5312,27.6250,39899,326,73
9,2000,digest,4,2,800,10.4290,99.7500,99.8000,7925,7290,48,6781,0,198,4,3920,0.966844,45.4800,36.3840,36354,251,34
15,2000,digest,4,2,800,10.4750,99.8000,99.8000,7930,6667,447,6109,0,251,5,9936,0.904613,35.5500,28.4400,39796,328,50
3,2000,digest,4,4,800,10.1330,99.8000,99.8000,7912,7149,98,6678,0,205,1,9384,0.959211,34.5312,27.6250,34234,326,66
15,2000,digest,4,4,800,10.4750,99.8000,99.8000,7931,7236,65,6764,0,214,7,9031,0.961978,35.5500,28.4400,34499,328,45
9,2000,digest,4,4,800,10.4290,99.7500,99.8000,7926,7443,13,6940,0,170,2,3686,0.975747,45.4800,36.3840,32470,251,30
3,2000,digest,4,8,800,10.1330,99.8000,99.8000,7912,7243,36,6761,0,200,1,13370,0.968316,34.5312,27.6250,33440,326,65
4,600,source-routed,1,1,800,3.0900,29.1667,31.1667,2377,547,1427,446,88,7,0,233,0.276123,13.2912,2.6582,48324,43982,29
4,600,source-routed,1,2,800,3.0900,29.1667,31.1667,2376,616,1365,490,111,5,0,252,0.310171,13.2912,2.6582,47633,43962,25
15,2000,digest,4,8,800,10.4750,99.8000,99.8000,7933,7274,57,6788,0,214,6,13082,0.963316,35.5500,28.4400,33689,328,44
9,2000,digest,4,8,800,10.4290,99.7500,99.8000,7926,7465,14,6954,0,174,3,5457,0.975052,45.4800,36.3840,31941,251,28
4,600,source-routed,1,4,800,3.0900,29.1667,31.1667,2376,648,1342,497,136,2,0,151,0.325301,13.2912,2.6582,47386,43962,24
16,600,source-routed,1,1,800,2.8367,3.6667,3.8333,2385,114,1852,112,1,0,0,28,0.057986,4.1950,0.8390,60286,59662,2
10,600,source-routed,1,1,800,3.1850,57.8333,45.8333,2384,472,1489,373,86,32,1,242,0.236710,8.7425,1.7485,46687,40533,93
4,600,source-routed,1,8,800,3.0900,29.1667,31.1667,2377,662,1337,497,150,2,0,268,0.330835,13.2912,2.6582,47381,43962,25
16,600,source-routed,1,2,800,2.8367,3.6667,3.8333,2385,114,1852,111,2,0,0,71,0.057986,4.1950,0.8390,60245,59666,2
10,600,source-routed,1,2,800,3.1850,57.8333,45.8333,2385,509,1450,400,101,33,3,642,0.255138,8.7425,1.7485,45804,40458,92
4,600,source-routed,4,1,800,3.0900,29.1667,31.1667,2377,554,1421,446,94,7,0,232,0.279516,13.2912,10.6330,48252,43982,28
16,600,source-routed,1,4,800,2.8367,3.6667,3.8333,2384,114,1852,111,2,0,0,111,0.057986,4.1950,0.8390,60240,59670,2
10,600,source-routed,1,4,800,3.1850,57.8333,45.8333,2385,539,1418,402,129,31,6,1728,0.270311,8.7425,1.7485,45451,40391,93
4,600,source-routed,4,2,800,3.0900,29.1667,31.1667,2376,619,1365,495,110,3,0,295,0.311525,13.2912,10.6330,47467,43962,25
16,600,source-routed,1,8,800,2.8367,3.6667,3.8333,2384,114,1852,111,2,0,0,170,0.057986,4.1950,0.8390,60237,59670,2
10,600,source-routed,1,8,800,3.1850,57.8333,45.8333,2384,535,1421,405,121,33,8,3226,0.267902,8.7425,1.7485,45352,40412,91
4,600,source-routed,4,4,800,3.0900,29.1667,31.1667,2377,679,1329,478,182,2,0,108,0.337811,13.2912,10.6330,47129,43962,25
16,600,source-routed,4,1,800,2.8367,3.6667,3.8333,2385,118,1849,111,6,0,0,19,0.059990,4.1950,3.3560,60238,59629,2
10,600,source-routed,4,1,800,3.1850,57.8333,45.8333,2384,486,1481,372,97,32,1,246,0.243000,8.7425,6.9940,46609,40533,93
4,600,source-routed,4,8,800,3.0900,29.1667,31.1667,2377,693,1323,502,171,2,0,69,0.343409,13.2912,10.6330,47081,43962,25
16,600,source-routed,4,2,800,2.8367,3.6667,3.8333,2385,118,1848,108,9,0,0,53,0.060020,4.1950,3.3560,60195,59645,2
10,600,source-routed,4,2,800,3.1850,57.8333,45.8333,2385,551,1432,401,132,35,3,525,0.272637,8.7425,6.9940,45565,40457,91
4,600,digest,1,1,800,3.0900,29.1667,31.1667,2377,660,1340,605,0,2,0,49,0.329670,13.2912,2.6582,48475,43982,28
16,600,source-routed,4,4,800,2.8367,3.6667,3.8333,2385,118,1848,108,9,0,0,97,0.060020,4.1950,3.3560,60188,59645,2
10,600,source-routed,4,4,800,3.1850,57.8333,45.8333,2385,681,1340,389,276,30,5,984,0.331226,8.7425,6.9940,45136,40392,91
4,600,digest,1,2,800,3.0900,29.1667,31.1667,2377,703,1324,646,0,2,0,6,0.346476,13.2912,2.6582,47845,43962,25
16,600,source-routed,4,8,800,2.8367,3.6667,3.8333,2385,118,1848,108,9,0,0,138,0.060020,4.1950,3.3560,60186,59645,2
10,600,source-routed,4,8,800,3.1850,57.8333,45.8333,2384,703,1322,386,300,32,7,1443,0.340601,8.7425,6.9940,44961,40406,91
4,600,digest,1,4,800,3.0900,29.1667,31.1667,2377,705,1323,653,0,2,0,23,0.347291,13.2912,2.6582,47710,43962,25
16,600,digest,1,1,800,2.8367,3.6667,3.8333,2385,115,1851,114,0,0,0,30,0.058494,4.1950,0.8390,60271,59636,2
10,600,digest,1,1,800,3.1850,57.8333,45.8333,2384,534,1442,482,0,26,4,258,0.266201,8.7425,1.7485,47015,40550,95
4,600,digest,1,8,800,3.0900,29.1667,31.1667,2377,705,1323,653,0,2,0,28,0.347291,13.2912,2.6582,47701,43962,25
16,600,digest,1,2,800,2.8367,3.6667,3.8333,2384,115,1851,114,0,0,0,72,0.058494,4.1950,0.8390,60244,59649,2
10,600,digest,1,2,800,3.1850,57.8333,45.8333,2385,557,1404,477,0,34,6,883,0.278361,8.7425,1.7485,46166,40458,90
4,600,digest,4,1,800,3.0900,29.1667,31.1667,2377,664,1338,618,0,2,0,49,0.331337,13.2912,10.6330,48367,43982,28
16,600,digest,1,4,800,2.8367,3.6667,3.8333,2384,115,1851,114,0,0,0,118,0.058494,4.1950,0.8390,60237,59649,2
10,600,digest,1,4,800,3.1850,57.8333,45.8333,2384,572,1391,475,0,32,7,2268,0.285714,8.7425,1.7485,45796,40392,89
4,600,digest,4,2,800,3.0900,29.1667,31.1667,2377,718,1319,671,0,2,0,0,0.352133,13.2912,10.6330,47618,43962,25
16,600,digest,1,8,800,2.8367,3.6667,3.8333,2384,115,1851,114,0,0,0,169,0.058494,4.1950,0.8390,60236,59649,2
10,600,digest,1,8,800,3.1850,57.8333,45.8333,2384,569,1394,481,0,31,9,4316,0.284074,8.7425,1.7485,45739,40401,87
4,600,digest,4,4,800,3.0900,29.1667,31.1667,2377,724,1313,679,0,2,0,0,0.355076,13.2912,10.6330,47456,43962,25
16,600,digest,4,1,800,2.8367,3.6667,3.8333,2385,120,1847,119,0,0,0,19,0.061007,4.1950,3.3560,60249,59632,2
10,600,digest,4,1,800,3.1850,57.8333,45.8333,2384,576,1425,511,0,26,4,184,0.283604,8.7425,6.9940,46894,40550,95
4,600,digest,4,8,800,3.0900,29.1667,31.1667,2377,724,1313,678,0,2,0,1,0.355076,13.2912,10.6330,47447,43962,25
16,600,digest,4,2,800,2.8367,3.6667,3.8333,2385,121,1845,120,0,0,0,46,0.061546,4.1950,3.3560,60156,59594,2
10,600,digest,4,2,800,3.1850,57.8333,45.8333,2385,719,1309,610,0,33,10,248,0.347175,8.7425,6.9940,45833,40459,90
16,600,digest,4,4,800,2.8367,3.6667,3.8333,2385,122,1844,121,0,0,0,72,0.062055,4.1950,3.3560,60147,59592,2
10,600,digest,4,4,800,3.1850,57.8333,45.8333,2385,784,1267,673,0,22,10,188,0.376380,8.7425,6.9940,45237,40390,89
16,600,digest,4,8,800,2.8367,3.6667,3.8333,2385,122,1844,121,0,0,0,101,0.062055,4.1950,3.3560,60145,59592,2
10,600,digest,4,8,800,3.1850,57.8333,45.8333,2384,792,1262,675,0,22,10,348,0.379674,8.7425,6.9940,45148,40400,87
4,1200,source-routed,1,1,800,6.2833,99.0000,99.1667,4746,2284,1606,1796,431,218,0,5910,0.555988,25.0150,5.0030,33574,1272,62
16,1200,source-routed,1,1,800,6.3058,96.5833,96.5833,4755,2344,1618,1833,471,145,2,5935,0.570455,19.9850,3.9970,34096,2723,82
10,1200,source-routed,1,1,800,6.3150,98.9167,99.0000,4758,2006,1872,1545,404,220,12,6405,0.488078,18.3137,3.6627,35982,1553,89
4,1200,source-routed,1,2,800,6.2833,99.0000,99.1667,4743,2503,1395,1896,542,222,6,12581,0.606641,25.0150,5.0030,29700,1272,57
16,1200,source-routed,1,2,800,6.3058,96.5833,96.5833,4756,2577,1396,1935,578,132,1,11783,0.627618,19.9850,3.9970,30500,2723,81
10,1200,source-routed,1,2,800,6.3150,98.9167,99.0000,4753,2161,1711,1566,534,203,24,14289,0.527202,18.3137,3.6627,32127,1553,75
4,1200,source-routed,1,4,800,6.2833,99.0000,99.1667,4742,2644,1265,1935,644,221,10,22812,0.638647,25.0150,5.0030,28343,1272,58
16,1200,source-routed,1,4,800,6.3058,96.5833,96.5833,4754,2646,1316,1997,586,135,4,22897,0.645208,19.9850,3.9970,29139,2723,74
10,1200,source-routed,1,4,800,6.3150,98.9167,99.0000,4754,2244,1605,1613,580,194,54,27541,0.547718,18.3137,3.6627,30466,1553,68
4,1200,source-routed,1,8,800,6.2833,99.0000,99.1667,4743,2653,1242,1928,655,233,13,36687,0.640667,25.0150,5.0030,28040,1272,61
16,1200,source-routed,1,8,800,6.3058,96.5833,96.5833,4752,2668,1280,1970,640,126,4,37030,0.654242,19.9850,3.9970,28698,2723,72
10,1200,source-routed,1,8,800,6.3150,98.9167,99.0000,4753,2243,1593,1593,587,203,73,45946,0.545477,18.3137,3.6627,30109,1553,67
4,1200,source-routed,4,1,800,6.2833,99.0000,99.1667,4748,2817,1168,1854,895,213,1,3982,0.670874,25.0150,20.0120,31420,1272,59
16,1200,source-routed,4,1,800,6.3058,96.5833,96.5833,4756,2932,1163,1843,1015,130,0,4206,0.693964,19.9850,15.9880,32067,2723,81
10,1200,source-routed,4,1,800,6.3150,98.9167,99.0000,4764,3003,1036,1553,1379,220,12,2823,0.703114,18.3137,14.6510,32572,1553,84
4,1200,source-routed,4,2,800,6.2833,99.0000,99.1667,4747,3468,618,1889,1492,211,8,5928,0.805575,25.0150,20.0120,25789,1272,54
16,1200,source-routed,4,2,800,6.3058,96.5833,96.5833,4757,3772,475,1926,1751,89,9,4489,0.868124,19.9850,15.9880,26034,2723,77
10,1200,source-routed,4,2,800,6.3150,98.9167,99.0000,4762,3671,493,1623,1970,189,32,4066,0.837172,18.3137,14.6510,26659,1553,69
4,1200,source-routed,4,4,800,6.2833,99.0000,99.1667,4747,3987,239,1885,1997,167,14,5724,0.904697,25.0150,20.0120,22518,1272,50
16,1200,source-routed,4,4,800,6.3058,96.5833,96.5833,4758,4235,110,1939,2206,78,7,3257,0.955982,19.9850,15.9880,22750,2723,72
10,1200,source-routed,4,4,800,6.3150,98.9167,99.0000,4760,3973,247,1615,2275,170,56,7012,0.893612,18.3137,14.6510,24409,1553,66
4,1200,source-routed,4,8,800,6.2833,99.0000,99.1667,4747,4123,130,1890,2131,155,16,8256,0.931962,25.0150,20.0120,21866,1272,46
16,1200,source-routed,4,8,800,6.3058,96.5833,96.5833,4759,4327,81,1958,2271,76,10,3539,0.962839,19.9850,15.9880,22061,2723,65
10,1200,source-routed,4,8,800,6.3150,98.9167,99.0000,4760,3994,225,1629,2279,164,71,11745,0.896722,18.3137,14.6510,23728,1553,62
4,1200,digest,1,1,800,6.2833,99.0000,99.1667,4745,2562,1379,2268,0,226,2,6022,0.614536,25.0150,5.0030,34680,1272,63
16,1200,digest,1,1,800,6.3058,96.5833,96.5833,4756,2618,1368,2361,0,140,3,6121,0.634052,19.9850,3.9970,35281,2723,83
10,1200,digest,1,1,800,6.3150,98.9167,99.0000,4757,2207,1680,1909,0,229,14,6762,0.534383,18.3137,3.6627,37076,1553,90
4,1200,digest,1,2,800,6.2833,99.0000,99.1667,4745,2736,1204,2342,0,223,7,14072,0.656115,25.0150,5.0030,31740,1272,63
16,1200,digest,1,2,800,6.3058,96.5833,96.5833,4756,2710,1285,2385,0,138,3,13610,0.655222,19.9850,3.9970,32161,2723,81
10,1200,digest,1,2,800,6.3150,98.9167,99.0000,4754,2292,1609,1945,0,197,31,16009,0.555098,18.3137,3.6627,33740,1553,77
4,1200,digest,1,4,800,6.2833,99.0000,99.1667,4746,2795,1145,2397,0,226,16,26520,0.668341,25.0150,5.0030,30483,1272,60
16,1200,digest,1,4,800,6.3058,96.5833,96.5833,4756,2742,1253,2388,0,133,3,27380,0.663762,19.9850,3.9970,31389,2723,81
10,1200,digest,1,4,800,6.3150,98.9167,99.0000,4753,2310,1558,1970,0,199,53,31560,0.560680,18.3137,3.6627,32455,1553,72
4,1200,digest,1,8,800,6.2833,99.0000,99.1667,4744,2813,1119,2399,0,219,18,42512,0.674742,25.0150,5.0030,30147,1272,61
10,1200,digest,1,8,800,6.3150,98.9167,99.0000,4753,2317,1512,1960,0,213,80,51616,0.562106,18.3137,3.6627,32143,1553,72
16,1200,digest,1,8,800,6.3058,96.5833,96.5833,4753,2755,1217,2369,0,135,7,45700,0.669665,19.9850,3.9970,31181,2723,77
4,1200,digest,4,1,800,6.2833,99.0000,99.1667,4746,3364,742,3062,0,205,3,2677,0.779787,25.0150,20.0120,31467,1272,59
10,1200,digest,4,1,800,6.3150,98.9167,99.0000,4764,3474,681,3137,0,208,16,1744,0.793332,18.3137,14.6510,32629,1553,78
16,1200,digest,4,1,800,6.3058,96.5833,96.5833,4757,3532,707,3237,0,121,3,2506,0.809535,19.9850,15.9880,31762,2723,82
4,1200,digest,4,2,800,6.2833,99.0000,99.1667,4749,4126,150,3819,0,169,11,2316,0.925943,25.0150,20.0120,25250,1272,54
10,1200,digest,4,2,800,6.3150,98.9167,99.0000,4764,3985,274,3551,0,172,43,3208,0.890702,18.3137,14.6510,27365,1553,69
16,1200,digest,4,2,800,6.3058,96.5833,96.5833,4759,4356,93,4064,0,83,5,802,0.960106,19.9850,15.9880,25443,2723,70
4,1200,digest,4,4,800,6.2833,99.0000,99.1667,4749,4326,49,4058,0,156,13,1522,0.952025,25.0150,20.0120,22701,1272,50
10,1200,digest,4,4,800,6.3150,98.9167,99.0000,4763,4103,172,3676,0,153,60,6526,0.914216,18.3137,14.6510,25424,1553,61
16,1200,digest,4,4,800,6.3058,96.5833,96.5833,4759,4420,73,4157,0,81,5,483,0.965276,19.9850,15.9880,23483,2723,69
4,1200,digest,4,8,800,6.2833,99.0000,99.1667,4749,4321,47,4058,0,163,12,2822,0.951134,25.0150,20.0120,22417,1272,50
10,1200,digest,4,8,800,6.3150,98.9167,99.0000,4761,4108,166,3655,0,159,62,11236,0.913904,18.3137,14.6510,25108,1553,61
16,1200,digest,4,8,800,6.3058,96.5833,96.5833,4759,4423,71,4161,0,80,6,1119,0.965721,19.9850,15.9880,23235,2723,69
4,2000,source-routed,1,1,800,10.6330,99.9500,99.9500,7918,4353,2213,3348,912,318,4,9313,0.631969,44.6775,8.9355,51386,260,71
10,2000,source-routed,1,1,800,10.5360,99.9000,99.9000,7929,3674,2883,2845,763,297,1,13389,0.535959,33.8963,6.7793,53687,265,70
16,2000,source-routed,1,1,800,10.3470,99.5000,99.7000,7928,3857,2706,3007,773,276,1,12903,0.563889,31.8137,6.3628,53633,878,78
4,2000,source-routed,1,2,800,10.6330,99.9500,99.9500,7915,4731,1868,3492,1131,305,7,19604,0.684561,44.6775,8.9355,45066,260,65
10,2000,source-routed,1,2,800,10.5360,99.9000,99.9000,7927,3879,2675,2817,978,301,3,28154,0.565617,33.8963,6.7793,48655,265,57
16,2000,source-routed,1,2,800,10.3470,99.5000,99.7000,7928,4096,2468,3025,978,286,4,26756,0.597607,31.8137,6.3628,48284,878,73
4,2000,source-routed,1,4,800,10.6330,99.9500,99.9500,7918,4885,1744,3605,1171,289,5,35402,0.705619,44.6775,8.9355,42712,260,63
10,2000,source-routed,1,4,800,10.5360,99.9000,99.9000,7923,4032,2503,2903,1052,323,4,50869,0.587584,33.8963,6.7793,46612,265,53
16,2000,source-routed,1,4,800,10.3470,99.5000,99.7000,7926,4204,2337,3073,1030,313,8,47032,0.612649,31.8137,6.3628,45901,878,70
4,2000,source-routed,1,8,800,10.6330,99.9500,99.9500,7916,4961,1701,3539,1277,269,8,55519,0.714945,44.6775,8.9355,42095,260,63
10,2000,source-routed,1,8,800,10.5360,99.9000,99.9000,7925,4128,2414,2905,1137,329,5,77730,0.600349,33.8963,6.7793,45288,265,48
16,2000,source-routed,1,8,800,10.3470,99.5000,99.7000,7923,4217,2309,3043,1071,312,8,74730,0.615980,31.8137,6.3628,45381,878,68
4,2000,source-routed,4,1,800,10.6330,99.9500,99.9500,7924,5492,1383,3284,2055,293,3,5567,0.765863,44.6775,35.7420,46672,260,66
10,2000,source-routed,4,1,800,10.5360,99.9000,99.9000,7936,5519,1408,2817,2598,255,1,5940,0.768342,33.8963,27.1170,46381,265,63
16,2000,source-routed,4,1,800,10.3470,99.5000,99.7000,7934,5472,1401,2929,2423,237,1,6526,0.769512,31.8137,25.4510,46832,878,68
4,2000,source-routed,4,2,800,10.6330,99.9500,99.9500,7922,6439,647,3381,2899,255,7,7786,0.876293,44.6775,35.7420,36957,260,57
10,2000,source-routed,4,2,800,10.5360,99.9000,99.9000,7936,6589,565,2834,3634,210,3,8313,0.894394,33.8963,27.1170,37326,265,43
16,2000,source-routed,4,2,800,10.3470,99.5000,99.7000,7937,6475,619,3000,3349,201,4,8492,0.887108,31.8137,25.4510,37273,878,58
4,2000,source-routed,4,4,800,10.6330,99.9500,99.9500,7924,6923,313,3356,3399,213,9,9307,0.928265,44.6775,35.7420,32899,260,53
10,2000,source-routed,4,4,800,10.5360,99.9000,99.9000,7937,7012,258,2856,4029,205,2,11303,0.937809,33.8963,27.1170,33561,265,38
16,2000,source-routed,4,4,800,10.3470,99.5000,99.7000,7938,7000,199,3015,3855,179,6,9910,0.947996,31.8137,25.4510,33131,878,54
4,2000,source-routed,4,8,800,10.6330,99.9500,99.9500,7923,7061,210,3390,3510,204,8,12140,0.943606,44.6775,35.7420,31702,260,51
10,2000,source-routed,4,8,800,10.5360,99.9000,99.9000,7934,7207,134,2852,4211,187,2,15005,0.957105,33.8963,27.1170,32577,265,36
16,2000,source-routed,4,8,800,10.3470,99.5000,99.7000,7936,7114,152,3056,3923,167,4,13820,0.956569,31.8137,25.4510,32114,878,56
4,2000,digest,1,1,800,10.6330,99.9500,99.9500,7921,4704,1909,4241,0,316,3,10290,0.678592,44.6775,8.9355,53640,260,76
10,2000,digest,1,1,800,10.5360,99.9000,99.9000,7929,3828,2725,3445,0,321,1,14946,0.556800,33.8963,6.7793,55785,265,72
16,2000,digest,1,1,800,10.3470,99.5000,99.7000,7931,4078,2507,3690,0,291,1,14134,0.592991,31.8137,6.3628,55733,878,83
4,2000,digest,1,2,800,10.6330,99.9500,99.9500,7922,5038,1610,4478,0,300,6,22733,0.724475,44.6775,8.9355,47954,260,68
10,2000,digest,1,2,800,10.5360,99.9000,99.9000,7929,4062,2509,3578,0,316,2,31371,0.589636,33.8963,6.7793,51038,265,56
16,2000,digest,1,2,800,10.3470,99.5000,99.7000,7930,4268,2307,3856,0,311,2,29847,0.619628,31.8137,6.3628,50863,878,77
4,2000,digest,1,4,800,10.6330,99.9500,99.9500,7918,5173,1468,4573,0,304,6,42386,0.744209,44.6775,8.9355,46354,260,64
10,2000,digest,1,4,800,10.5360,99.9000,99.9000,7927,4202,2355,3695,0,336,5,56366,0.609162,33.8963,6.7793,49156,265,54
16,2000,digest,1,4,800,10.3470,99.5000,99.7000,7931,4303,2244,3875,0,345,6,54057,0.623804,31.8137,6.3628,48992,878,79
4,2000,digest,1,8,800,10.6330,99.9500,99.9500,7914,5189,1461,4590,0,301,7,66269,0.745760,44.6775,8.9355,45448,260,64
10,2000,digest,1,8,800,10.5360,99.9000,99.9000,7922,4255,2289,3691,0,354,3,88359,0.616577,33.8963,6.7793,48388,265,49
16,2000,digest,1,8,800,10.3470,99.5000,99.7000,7925,4321,2201,3905,0,352,10,84561,0.627687,31.8137,6.3628,48374,878,74
4,2000,digest,4,1,800,10.6330,99.9500,99.9500,7924,6206,825,5706,0,280,5,4251,0.848278,44.6775,35.7420,46851,260,70
10,2000,digest,4,1,800,10.5360,99.9000,99.9000,7938,6165,901,5677,0,257,1,4720,0.841753,33.8963,27.1170,46262,265,58
16,2000,digest,4,1,800,10.3470,99.5000,99.7000,7935,6152,921,5710,0,212,2,4751,0.844243,31.8137,25.4510,46232,878,72
4,2000,digest,4,2,800,10.6330,99.9500,99.9500,7926,7070,231,6628,0,231,5,3791,0.938039,44.6775,35.7420,36104,260,61
10,2000,digest,4,2,800,10.5360,99.9000,99.9000,7937,7027,273,6575,0,203,3,5946,0.936184,33.8963,27.1170,37116,265,43
16,2000,digest,4,2,800,10.3470,99.5000,99.7000,7938,6998,260,6583,0,183,3,5576,0.940086,31.8137,25.4510,36968,878,63
4,2000,digest,4,4,800,10.6330,99.9500,99.9500,7926,7373,34,6868,0,194,4,3640,0.969494,44.6775,35.7420,32688,260,56
16,2000,digest,4,4,800,10.3470,99.5000,99.7000,7938,7269,80,6891,0,166,7,5990,0.966365,31.8137,25.4510,33457,878,61
10,2000,digest,4,4,800,10.5360,99.9000,99.9000,7936,7317,78,6830,0,197,3,7872,0.963397,33.8963,27.1170,33901,265,37
4,2000,digest,4,8,800,10.6330,99.9500,99.9500,7927,7436,8,6947,0,190,4,4584,0.973553,44.6775,35.7420,32043,260,54
5,600,source-routed,1,1,800,3.3633,52.5000,43.1667,2380,624,1359,502,109,18,1,521,0.311688,14.9913,2.9983,42834,35540,78
5,600,source-routed,1,2,800,3.3633,52.5000,43.1667,2380,720,1277,523,181,5,6,770,0.358566,14.9913,2.9983,41547,35448,73
5,600,source-routed,1,4,800,3.3633,52.5000,43.1667,2380,763,1242,541,205,4,3,1514,0.379225,14.9913,2.9983,41035,35414,74
16,2000,digest,4,8,800,10.3470,99.5000,99.7000,7938,7301,49,6901,0,166,5,9408,0.970749,31.8137,25.4510,32885,878,61
10,2000,digest,4,8,800,10.5360,99.9000,99.9000,7936,7379,56,6877,0,189,2,10433,0.967611,33.8963,27.1170,33196,265,36
5,600,source-routed,1,8,800,3.3633,52.5000,43.1667,2380,792,1215,543,227,4,4,2758,0.393052,14.9913,2.9983,40915,35402,70
17,600,source-routed,1,1,800,3.0600,15.0000,15.0000,2379,423,1546,363,52,11,0,178,0.213636,12.2400,2.4480,49567,45458,111
11,600,source-routed,1,1,800,3.1500,9.5000,9.5000,2383,318,1645,246,65,0,0,40,0.161997,7.2475,1.4495,54952,52935,24
5,600,source-routed,4,1,800,3.3633,52.5000,43.1667,2380,628,1355,499,117,16,1,540,0.314000,14.9913,11.9930,42784,35540,78
17,600,source-routed,1,2,800,3.0600,15.0000,15.0000,2379,467,1510,378,79,5,0,309,0.235621,12.2400,2.4480,48992,45408,111
11,600,source-routed,1,2,800,3.1500,9.5000,9.5000,2383,333,1632,269,56,0,0,55,0.169466,7.2475,1.4495,54634,52885,21
5,600,source-routed,4,2,800,3.3633,52.5000,43.1667,2379,758,1251,524,216,5,4,724,0.375619,14.9913,11.9930,41230,35448,73
17,600,source-routed,1,4,800,3.0600,15.0000,15.0000,2379,509,1476,397,104,2,0,608,0.256165,12.2400,2.4480,48707,45374,101
11,600,source-routed,1,4,800,3.1500,9.5000,9.5000,2383,336,1628,272,56,0,0,129,0.171079,7.2475,1.4495,54546,52867,22
5,600,source-routed,4,4,800,3.3633,52.5000,43.1667,2380,874,1170,568,282,4,3,944,0.426134,14.9913,11.9930,40457,35414,71
17,600,source-routed,1,8,800,3.0600,15.0000,15.0000,2379,518,1466,385,123,2,0,1291,0.260826,12.2400,2.4480,48581,45318,99
11,600,source-routed,1,8,800,3.1500,9.5000,9.5000,2383,337,1627,273,56,0,0,217,0.171589,7.2475,1.4495,54522,52865,21
5,600,source-routed,4,8,800,3.3633,52.5000,43.1667,2380,943,1114,565,349,4,3,1173,0.456880,14.9913,11.9930,40227,35402,63
17,600,source-routed,4,1,800,3.0600,15.0000,15.0000,2379,424,1544,361,55,11,0,201,0.214250,12.2400,9.7920,49528,45458,112
11,600,source-routed,4,1,800,3.1500,9.5000,9.5000,2383,320,1643,246,67,0,0,42,0.163016,7.2475,5.7980,54917,52935,24
5,600,digest,1,1,800,3.3633,52.5000,43.1667,2380,812,1201,715,0,19,2,110,0.399213,14.9913,2.9983,43013,35540,76
17,600,source-routed,4,2,800,3.0600,15.0000,15.0000,2379,492,1488,380,102,7,0,295,0.247609,12.2400,9.7920,48862,45424,110
11,600,source-routed,4,2,800,3.1500,9.5000,9.5000,2383,334,1631,271,55,0,0,53,0.169975,7.2475,5.7980,54540,52885,22
5,600,digest,1,2,800,3.3633,52.5000,43.1667,2380,890,1133,748,0,5,6,531,0.437561,14.9913,2.9983,41870,35457,70
17,600,source-routed,4,4,800,3.0600,15.0000,15.0000,2379,568,1417,376,183,2,0,371,0.285858,12.2400,9.7920,48426,45345,100
11,600,source-routed,4,4,800,3.1500,9.5000,9.5000,2383,338,1626,270,60,0,0,134,0.172098,7.2475,5.7980,54442,52865,22
5,600,digest,1,4,800,3.3633,52.5000,43.1667,2380,908,1119,778,0,4,5,1608,0.445972,14.9913,2.9983,41487,35414,70
17,600,source-routed,4,8,800,3.0600,15.0000,15.0000,2379,601,1384,373,219,2,0,485,0.302466,12.2400,9.7920,48266,45298,98
11,600,source-routed,4,8,800,3.1500,9.5000,9.5000,2383,344,1621,271,65,0,0,151,0.175064,7.2475,5.7980,54417,52860,22
17,600,digest,1,1,800,3.0600,15.0000,15.0000,2379,499,1480,436,0,12,0,87,0.250628,12.2400,2.4480,49844,45495,110
5,600,digest,1,8,800,3.3633,52.5000,43.1667,2380,910,1117,771,0,4,5,3138,0.446955,14.9913,2.9983,41443,35402,70
11,600,digest,1,1,800,3.1500,9.5000,9.5000,2383,337,1628,321,0,0,0,8,0.171501,7.2475,1.4495,54987,52959,24
17,600,digest,1,2,800,3.0600,15.0000,15.0000,2379,537,1451,426,0,2,0,292,0.269849,12.2400,2.4480,49193,45339,99
5,600,digest,4,1,800,3.3633,52.5000,43.1667,2380,832,1191,755,0,19,2,105,0.407045,14.9913,11.9930,42925,35540,76
11,600,digest,1,2,800,3.1500,9.5000,9.5000,2383,338,1627,322,0,0,0,71,0.172010,7.2475,1.4495,54705,52883,22
17,600,digest,1,4,800,3.0600,15.0000,15.0000,2379,548,1440,425,0,2,0,1163,0.275377,12.2400,2.4480,48964,45271,97
